schoolnames,schoolurls,schoolwins,year,games,overallwins,overalllosses,winlosspct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate0
North Dakota State,https://www.sports-reference.com/cbb/schools/north-dakota-state/2014.html,1,2014,33,26,7,0.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,63.9,117.7,0.409,0.275,0.593,53.2,43,9.7,13.1,0.555,13.4,31.7,0.307
Ohio State,https://www.sports-reference.com/cbb/schools/ohio-state/2014.html,0,2014,35,25,10,0.714,17.84,8.12,10,8,17,3,5,5,2432,2092,65.1,106.1,0.423,0.329,0.54,50.2,49.9,11.8,12.2,0.503,14.9,29.6,0.291
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/2014.html,0,2014,34,21,13,0.618,19.02,8.34,8,10,13,3,3,7,2728,2365,69.5,112.8,0.497,0.338,0.569,48.8,51.6,10.8,12.2,0.524,12.9,28,0.357
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2014.html,0,2014,33,23,10,0.697,14.91,8.97,12,6,14,3,5,4,2704,2508,71.7,112.9,0.394,0.37,0.56,50.9,53.1,9.4,8.4,0.517,13.5,32.4,0.295
Oregon,https://www.sports-reference.com/cbb/schools/oregon/2014.html,1,2014,34,24,10,0.706,15.75,8.05,10,8,15,3,5,5,2783,2521,69.9,115,0.438,0.337,0.583,50.7,53,10.9,8.7,0.535,14,32.2,0.338
Pittsburgh,https://www.sports-reference.com/cbb/schools/pittsburgh/2014.html,1,2014,36,26,10,0.722,17.46,7.54,11,7,13,5,7,2,2586,2229,62.4,113,0.443,0.269,0.55,54.5,62.9,11.1,8.6,0.507,13.7,37.3,0.315
Providence,https://www.sports-reference.com/cbb/schools/providence/2014.html,0,2014,35,23,12,0.657,11.37,7.85,10,8,13,3,5,6,2566,2443,64.9,109.1,0.419,0.317,0.539,52.4,56.1,8.3,12,0.483,14.6,35.4,0.328
Saint Joseph's,https://www.sports-reference.com/cbb/schools/saint-josephs/2014.html,0,2014,34,24,10,0.706,9.05,5.08,11,5,11,4,8,4,2433,2298,66,108.1,0.436,0.369,0.563,52,56.7,6.7,11.9,0.539,15.9,29,0.281
Saint Louis,https://www.sports-reference.com/cbb/schools/saint-louis/2014.html,1,2014,34,27,7,0.794,11.63,4.24,13,3,14,3,11,1,2374,2105,67.4,102.4,0.404,0.322,0.533,51,58.1,10.9,9.9,0.494,16.2,29.4,0.281
San Diego State,https://www.sports-reference.com/cbb/schools/san-diego-state/2014.html,2,2014,36,31,5,0.861,14.95,4.86,16,2,15,1,9,2,2530,2052,63.9,109.2,0.449,0.258,0.519,53.6,40.8,11.8,14.1,0.481,12.7,36.7,0.298
Stanford,https://www.sports-reference.com/cbb/schools/stanford/2014.html,2,2014,36,23,13,0.639,13.42,9,10,8,12,4,6,5,2616,2457,67.1,108,0.45,0.293,0.553,51.3,46.3,7.9,11.6,0.513,14.7,29.3,0.316
Stephen F. Austin,https://www.sports-reference.com/cbb/schools/stephen-f-austin/2014.html,1,2014,35,32,3,0.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,65.5,115.2,0.402,0.36,0.561,53.8,62.3,11.1,8.6,0.525,14.2,38.4,0.286
Syracuse,https://www.sports-reference.com/cbb/schools/syracuse/2014.html,1,2014,34,28,6,0.824,16.05,7.25,14,4,16,2,8,2,2311,2012,60.5,111.6,0.382,0.27,0.522,52.8,49.1,13.1,17.2,0.482,12.1,38.1,0.27
Tennessee,https://www.sports-reference.com/cbb/schools/tennessee/2014.html,3,2014,37,24,13,0.649,17.34,7.84,11,7,14,3,4,7,2672,2283,62.8,114.2,0.416,0.308,0.545,56.2,50.9,8.2,12,0.503,13.7,39.8,0.299
Texas Southern,https://www.sports-reference.com/cbb/schools/texas-southern/2014.html,0,2014,34,19,15,0.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,68.2,109.8,0.491,0.325,0.565,52.2,55.5,6.6,8.5,0.521,16.6,33.8,0.352
Texas,https://www.sports-reference.com/cbb/schools/texas/2014.html,1,2014,35,24,11,0.686,12.67,9.15,11,7,16,2,4,6,2598,2475,69.1,107,0.434,0.26,0.514,54.6,49.9,8.2,15.8,0.474,14.4,39.6,0.291
Tulsa,https://www.sports-reference.com/cbb/schools/tulsa/2014.html,0,2014,34,21,13,0.618,6.23,1.17,13,3,11,3,6,7,2471,2299,68.7,105,0.471,0.318,0.532,50.3,51.1,9.9,10.5,0.492,14.5,30.2,0.318
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2014.html,2,2014,37,28,9,0.757,18.4,7.62,12,6,16,2,5,5,3003,2604,70,115.1,0.382,0.275,0.579,51.2,59.3,13.1,9,0.541,12.7,29.8,0.286
Villanova,https://www.sports-reference.com/cbb/schools/villanova/2014.html,1,2014,34,29,5,0.853,18.97,7.5,16,2,15,1,10,2,2651,2261,67.6,113.2,0.445,0.448,0.574,52.6,60.1,10.1,11.2,0.536,14.9,32.6,0.318
Virginia Commonwealth,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/2014.html,0,2014,35,26,9,0.743,14.55,4.78,12,4,15,0,6,5,2624,2282,70.4,105,0.352,0.339,0.512,50.6,49.8,15.6,11.5,0.479,14.2,34.3,0.237
Virginia,https://www.sports-reference.com/cbb/schools/virginia/2014.html,2,2014,37,30,7,0.811,18.38,7.86,16,2,15,2,7,4,2449,2060,60.6,108.8,0.42,0.297,0.542,54.7,56.6,8.6,12,0.508,13.8,33.2,0.283
Weber State,https://www.sports-reference.com/cbb/schools/weber-state/2014.html,0,2014,31,19,12,0.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,64.3,111.3,0.498,0.367,0.592,52.5,55.6,6.5,9,0.547,16.7,28.9,0.369
Western Michigan,https://www.sports-reference.com/cbb/schools/western-michigan/2014.html,0,2014,33,23,10,0.697,1.73,-1.45,14,4,13,2,6,7,2373,2235,66.5,106.5,0.508,0.352,0.568,51.3,48.3,8.7,9.6,0.52,18.2,31.6,0.368
Wichita State,https://www.sports-reference.com/cbb/schools/wichita-state/2014.html,1,2014,36,35,1,0.972,16.65,1.74,18,0,17,0,12,0,2706,2141,64.5,116.1,0.472,0.367,0.569,55.3,54.8,10.6,15,0.526,13.6,35.1,0.342
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/2014.html,4,2014,38,30,8,0.789,19.69,10.19,12,6,14,3,8,3,2793,2432,63.3,115.7,0.426,0.391,0.575,51.1,50.5,7.6,8,0.533,11.2,28.1,0.318
Wofford,https://www.sports-reference.com/cbb/schools/wofford/2014.html,0,2014,33,20,13,0.606,-4.32,-5.95,11,5,9,4,8,8,2205,2054,63,105.6,0.328,0.302,0.529,51,52.4,9.8,4.6,0.502,14.4,31.7,0.218
Xavier,https://www.sports-reference.com/cbb/schools/xavier/2014.html,0,2014,34,21,13,0.618,11.84,8.14,10,8,15,2,4,6,2442,2316,65.7,108.5,0.416,0.27,0.551,53.2,57.2,8.7,8.2,0.517,16,34.1,0.286
Alabama-Birmingham,https://www.sports-reference.com/cbb/schools/alabama-birmingham/2015.html,1,2015,36,20,16,0.556,1.94,1.62,12,6,13,4,3,8,2476,2452,65.9,101.5,0.35,0.297,0.52,51,59.1,9.7,13,0.477,16.8,34.2,0.259
Albany (NY),https://www.sports-reference.com/cbb/schools/albany-ny/2015.html,0,2015,33,24,9,0.727,-0.34,-5.18,15,1,12,3,12,5,2156,1996,61.2,106.4,0.39,0.343,0.546,53.5,47.9,9.2,5.5,0.499,16.2,32.6,0.296
Arizona,https://www.sports-reference.com/cbb/schools/arizona/2015.html,3,2015,38,34,4,0.895,24.33,7.41,16,2,17,0,8,3,2911,2268,66.5,114.7,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338
Arkansas,https://www.sports-reference.com/cbb/schools/arkansas/2015.html,1,2015,36,27,9,0.75,14.07,6.79,13,5,17,2,7,5,2787,2525,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12,0.5,14.3,35.7,0.27
Baylor,https://www.sports-reference.com/cbb/schools/baylor/2015.html,0,2015,34,24,10,0.706,17.85,9.33,11,7,16,2,6,5,2349,2048,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26
Belmont,https://www.sports-reference.com/cbb/schools/belmont/2015.html,0,2015,33,22,11,0.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,67.5,109.9,0.324,0.48,0.589,50.3,58.7,9.4,5.5,0.567,17.8,29,0.225
Boise State,https://www.sports-reference.com/cbb/schools/boise-state/2015.html,0,2015,34,25,9,0.735,10.01,1.38,14,4,13,1,8,5,2390,2045,62.4,110.5,0.324,0.416,0.568,52.1,49.2,9.5,7,0.537,14.2,28.4,0.236
Brigham Young,https://www.sports-reference.com/cbb/schools/brigham-young/2015.html,0,2015,35,25,10,0.714,13.53,5.02,13,5,13,3,8,3,2931,2561,70.7,116.7,0.424,0.365,0.584,53.2,60.9,10.2,7.4,0.539,14.2,34.1,0.325
Buffalo,https://www.sports-reference.com/cbb/schools/buffalo/2015.html,0,2015,33,23,10,0.697,7.93,1.6,12,6,11,2,9,7,2462,2253,68.7,108.5,0.426,0.303,0.533,52,51.7,10.9,11.3,0.487,14.1,34.5,0.306
Butler,https://www.sports-reference.com/cbb/schools/butler/2015.html,1,2015,34,23,11,0.676,16.64,8.62,12,6,13,3,7,4,2346,2073,64.2,105.9,0.408,0.287,0.522,54.2,47.5,9.8,8.8,0.484,14.3,34.7,0.279
UC-Irvine,https://www.sports-reference.com/cbb/schools/california-irvine/2015.html,0,2015,34,21,13,0.618,3.63,0.45,11,5,10,3,6,9,2295,2113,63.7,105.2,0.292,0.301,0.544,51.2,56.2,8.9,12.6,0.52,15.8,30.2,0.2
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/2015.html,1,2015,34,23,11,0.676,10.72,4.4,13,5,15,3,6,5,2113,1898,59.6,102.8,0.371,0.297,0.527,53.5,51.8,10.8,15.4,0.495,17.7,37.3,0.249
Coastal Carolina,https://www.sports-reference.com/cbb/schools/coastal-carolina/2015.html,0,2015,34,24,10,0.706,-1.02,-6.18,12,6,14,2,8,7,2438,2121,65.2,110,0.411,0.333,0.537,55.7,46.1,10.8,10.2,0.5,15,37.5,0.283
Davidson,https://www.sports-reference.com/cbb/schools/davidson/2015.html,0,2015,32,24,8,0.75,11.97,3.19,14,4,14,1,9,4,2529,2221,67.2,117.1,0.287,0.456,0.578,50.3,60.9,7.9,7.5,0.556,12.2,30,0.203
Dayton,https://www.sports-reference.com/cbb/schools/dayton/2015.html,2,2015,36,27,9,0.75,10.98,4.06,13,5,16,0,5,6,2439,2190,64.2,105.1,0.482,0.382,0.565,48.6,60.5,10.8,7.2,0.53,16.1,23.3,0.33
Duke,https://www.sports-reference.com/cbb/schools/duke/2015.html,6,2015,39,35,4,0.897,24.97,9.87,15,3,15,1,9,2,3091,2502,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9,0.566,13.9,35.8,0.278
Eastern Washington,https://www.sports-reference.com/cbb/schools/eastern-washington/2015.html,0,2015,35,26,9,0.743,0.79,-3.84,14,4,13,2,11,6,2820,2588,68.3,117.1,0.352,0.421,0.591,50,46.5,9.1,13,0.562,13.6,29.9,0.255
Georgetown,https://www.sports-reference.com/cbb/schools/georgetown/2015.html,1,2015,33,22,11,0.667,15.48,9.81,12,6,13,3,5,4,2340,2153,64.6,108.1,0.439,0.325,0.552,52.2,53.4,11.6,14.1,0.513,16.4,34.3,0.309
Georgia State,https://www.sports-reference.com/cbb/schools/georgia-state/2015.html,1,2015,35,25,10,0.714,5.47,-2.03,15,5,12,1,8,8,2499,2184,64.3,109.8,0.383,0.278,0.563,48.9,53.1,14.1,13.5,0.527,14.2,30,0.277
Georgia,https://www.sports-reference.com/cbb/schools/georgia/2015.html,0,2015,33,21,12,0.636,12.42,8.6,11,7,12,4,8,4,2250,2124,64.8,102.8,0.477,0.311,0.53,53,55,8.4,12.4,0.485,16.5,32.2,0.331
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/2015.html,3,2015,38,35,3,0.921,21.12,5.12,17,1,15,1,10,1,2989,2343,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267
Hampton,https://www.sports-reference.com/cbb/schools/hampton/2015.html,1,2015,35,17,18,0.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,69.5,96.1,0.438,0.326,0.496,50.1,46.7,9.6,10.5,0.456,17.3,31.8,0.286
Harvard,https://www.sports-reference.com/cbb/schools/harvard/2015.html,0,2015,30,22,8,0.733,4.47,-0.25,12,3,12,2,9,4,1926,1727,61.2,103.2,0.393,0.266,0.524,52.5,57.2,11.4,13.1,0.481,16,32.7,0.283
Indiana,https://www.sports-reference.com/cbb/schools/indiana/2015.html,0,2015,34,20,14,0.588,12.94,7.2,9,9,15,4,3,6,2633,2438,66.9,115.3,0.327,0.395,0.573,52.2,51.2,7.4,7.8,0.544,14.6,35.2,0.235
Iowa State,https://www.sports-reference.com/cbb/schools/iowa-state/2015.html,0,2015,34,25,9,0.735,17.94,9.15,12,6,15,1,6,5,2645,2346,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254
Iowa,https://www.sports-reference.com/cbb/schools/iowa/2015.html,1,2015,34,22,12,0.647,15.83,8.39,12,6,14,4,7,4,2372,2119,64.5,107.4,0.38,0.302,0.527,52.9,58.7,9.9,13.1,0.481,14.4,35.6,0.282
Kansas,https://www.sports-reference.com/cbb/schools/kansas/2015.html,1,2015,36,27,9,0.75,18.47,12.13,13,5,15,0,5,5,2561,2333,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/2015.html,4,2015,39,38,1,0.974,28.72,8.67,18,0,19,0,10,0,2900,2118,63.8,115.5,0.439,0.271,0.558,54.9,55,10.1,18.2,0.515,13.6,39.5,0.319
Lafayette,https://www.sports-reference.com/cbb/schools/lafayette/2015.html,0,2015,33,20,13,0.606,-3.37,-3.12,9,9,11,5,9,7,2426,2409,64.8,112.9,0.305,0.356,0.589,48.3,58.9,8.4,6.9,0.557,15.1,28.4,0.234
Louisiana State,https://www.sports-reference.com/cbb/schools/louisiana-state/2015.html,0,2015,33,22,11,0.667,11.39,5.63,11,7,13,4,8,3,2423,2233,69.6,103.1,0.335,0.284,0.533,51.5,57.8,10.2,14,0.503,17.3,33.9,0.229
Louisville,https://www.sports-reference.com/cbb/schools/louisville/2015.html,3,2015,36,27,9,0.75,18.12,8.98,12,6,15,4,7,3,2483,2154,65.6,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258
Manhattan,https://www.sports-reference.com/cbb/schools/manhattan/2015.html,0,2015,33,19,14,0.576,-1.34,-3.34,13,7,9,2,5,9,2300,2234,68.2,100.7,0.474,0.366,0.537,48.6,60.8,11.6,7.5,0.494,18.3,30.9,0.328
Maryland,https://www.sports-reference.com/cbb/schools/maryland/2015.html,1,2015,35,28,7,0.8,13.32,7.63,14,4,18,1,6,4,2417,2218,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/2015.html,4,2015,39,27,12,0.692,17.46,10,12,6,12,4,7,4,2773,2482,63,109.7,0.327,0.35,0.55,53.9,63.7,8,12.6,0.532,14.9,33.4,0.207
Mississippi,https://www.sports-reference.com/cbb/schools/mississippi/2015.html,1,2015,34,21,13,0.618,11.39,7.01,11,7,9,7,8,4,2475,2326,67,107.9,0.361,0.331,0.527,51.8,53.1,9.8,11.3,0.478,13.9,34.8,0.279
New Mexico State,https://www.sports-reference.com/cbb/schools/new-mexico-state/2015.html,0,2015,34,23,11,0.676,3.71,-3.67,13,1,15,2,6,8,2316,2033,62.9,107.5,0.441,0.257,0.548,54.9,50.2,10.2,9.2,0.509,18.2,39.9,0.306
North Carolina State,https://www.sports-reference.com/cbb/schools/north-carolina-state/2015.html,2,2015,36,22,14,0.611,14.11,9.72,10,8,14,6,5,5,2525,2367,64.5,108,0.354,0.322,0.526,52.3,46.4,5.9,13.1,0.493,13.5,34,0.243
North Carolina,https://www.sports-reference.com/cbb/schools/north-carolina/2015.html,2,2015,38,26,12,0.684,20.63,11.76,11,7,10,5,7,4,2953,2616,69.2,111.6,0.353,0.223,0.548,55.2,60.1,9.5,11.3,0.516,15.1,40,0.247
North Dakota State,https://www.sports-reference.com/cbb/schools/north-dakota-state/2015.html,0,2015,33,23,10,0.697,-1.72,-3.63,12,4,14,0,5,8,2141,2057,61.9,103.7,0.358,0.35,0.534,51.3,42.4,7.6,10.7,0.501,14,25.6,0.248
North Florida,https://www.sports-reference.com/cbb/schools/north-florida/2015.html,0,2015,35,23,12,0.657,-0.82,-5.94,12,2,12,2,9,9,2651,2385,67.7,112,0.391,0.424,0.585,50.7,56.4,9,9.9,0.553,16.1,30.1,0.283
Northeastern,https://www.sports-reference.com/cbb/schools/northeastern/2015.html,0,2015,35,23,12,0.657,2.03,-1.34,12,6,9,3,8,7,2397,2279,63.5,106.7,0.413,0.305,0.581,54.2,59.7,8.1,9.3,0.545,19,30.1,0.3
Northern Iowa,https://www.sports-reference.com/cbb/schools/northern-iowa/2015.html,1,2015,35,31,4,0.886,12.54,2,16,2,16,0,9,3,2281,1912,57.4,111.9,0.398,0.399,0.593,51.9,53.2,10.2,7.8,0.559,15.9,27,0.292
Notre Dame,https://www.sports-reference.com/cbb/schools/notre-dame/2015.html,3,2015,38,32,6,0.842,19.23,7.02,14,4,17,2,7,2,2963,2499,63.7,120.4,0.367,0.376,0.612,49.8,54.9,10.4,9.1,0.583,12.9,27.9,0.272
Ohio State,https://www.sports-reference.com/cbb/schools/ohio-state/2015.html,1,2015,35,24,11,0.686,19.68,7.37,11,7,18,2,4,6,2635,2204,66,113.2,0.347,0.319,0.567,51.5,55.4,11.4,14.6,0.542,14.6,33.5,0.236
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/2015.html,0,2015,32,18,14,0.563,12.95,9.63,8,10,12,4,3,8,2160,2011,64.6,103.6,0.387,0.388,0.547,48.6,49.9,12.1,13.7,0.507,16.6,27.8,0.281
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2015.html,2,2015,35,24,11,0.686,18.65,9.94,12,6,14,1,5,6,2501,2196,67.4,105.2,0.328,0.338,0.532,51.1,48.6,10,12.9,0.493,15.1,31.5,0.243
Oregon,https://www.sports-reference.com/cbb/schools/oregon/2015.html,1,2015,36,26,10,0.722,11.43,7.65,13,5,17,2,6,4,2713,2550,68,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11,0.524,14.7,30.8,0.217
Providence,https://www.sports-reference.com/cbb/schools/providence/2015.html,0,2015,34,22,12,0.647,13.71,9.5,11,7,13,4,5,6,2370,2227,65.7,105.4,0.407,0.289,0.526,52.9,57.2,10.8,13.5,0.484,15.3,35.1,0.287
Purdue,https://www.sports-reference.com/cbb/schools/purdue/2015.html,0,2015,34,21,13,0.618,12.93,7.64,12,6,14,3,4,6,2375,2195,64.9,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285
Robert Morris,https://www.sports-reference.com/cbb/schools/robert-morris/2015.html,1,2015,35,20,15,0.571,-3.02,-3.5,12,6,10,6,8,8,2414,2397,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31,0.252
San Diego State,https://www.sports-reference.com/cbb/schools/san-diego-state/2015.html,1,2015,36,27,9,0.75,11.81,4.24,14,4,16,1,6,5,2226,1939,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228
Southern Methodist,https://www.sports-reference.com/cbb/schools/southern-methodist/2015.html,0,2015,34,27,7,0.794,12.94,3.57,15,3,16,2,8,4,2350,2032,63.3,108.8,0.44,0.229,0.555,55,63,11,14.7,0.517,16.8,37.1,0.309
St. John's (NY),https://www.sports-reference.com/cbb/schools/st-johns-ny/2015.html,0,2015,33,21,12,0.636,11.85,9.04,10,8,15,3,5,6,2343,2240,67.6,104.6,0.363,0.301,0.529,47.4,48.9,11,16.8,0.494,13.7,28.4,0.251
Stephen F. Austin,https://www.sports-reference.com/cbb/schools/stephen-f-austin/2015.html,0,2015,34,29,5,0.853,8.61,-4.2,17,1,15,1,10,3,2672,2188,68,115.2,0.427,0.37,0.594,54.2,65.4,11.2,10,0.557,17.5,37.9,0.314
Texas Southern,https://www.sports-reference.com/cbb/schools/texas-southern/2015.html,0,2015,35,22,13,0.629,-5.98,-6.09,16,2,9,1,10,11,2390,2386,64.5,103.6,0.468,0.312,0.531,50,45.8,9.3,7.7,0.495,16.8,33.8,0.309
Texas,https://www.sports-reference.com/cbb/schools/texas/2015.html,0,2015,34,20,14,0.588,16.16,9.07,8,10,13,5,4,7,2290,2049,62.9,105.9,0.365,0.341,0.531,56,55.5,5.9,20,0.491,16.8,37.9,0.265
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2015.html,2,2015,36,22,14,0.611,12.07,8.27,11,7,16,1,2,8,2590,2453,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11,0.496,14.9,33.8,0.242
Utah,https://www.sports-reference.com/cbb/schools/utah/2015.html,2,2015,35,26,9,0.743,20.98,7.42,13,5,16,1,6,5,2496,1999,62.6,113.5,0.432,0.372,0.588,53.7,57.6,9.5,13.5,0.557,16.1,31.6,0.303
Valparaiso,https://www.sports-reference.com/cbb/schools/valparaiso/2015.html,0,2015,34,28,6,0.824,6.29,-2,13,3,15,1,8,4,2366,2021,63.8,108.6,0.368,0.338,0.548,55.1,52.9,9.3,14.1,0.52,16.4,35.6,0.248
Villanova,https://www.sports-reference.com/cbb/schools/villanova/2015.html,1,2015,36,33,3,0.917,23.13,7.55,16,2,15,0,9,2,2754,2193,65,116.9,0.418,0.429,0.589,51.5,62.2,11.8,11,0.553,14,32.5,0.305
Virginia Commonwealth,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/2015.html,0,2015,36,26,10,0.722,12.79,6.1,12,6,12,4,8,4,2609,2368,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14,12.5,0.487,13.2,31.8,0.245
Virginia,https://www.sports-reference.com/cbb/schools/virginia/2015.html,1,2015,34,30,4,0.882,21.73,7.81,16,2,15,1,11,1,2224,1751,58.6,110.8,0.349,0.275,0.543,56,53.5,9.3,13.3,0.506,13.4,34.2,0.254
West Virginia,https://www.sports-reference.com/cbb/schools/west-virginia/2015.html,2,2015,35,25,10,0.714,15.12,9.29,11,7,12,3,5,5,2542,2338,68.7,104.9,0.404,0.336,0.499,52.1,56.7,15.5,8.7,0.461,15.1,40.2,0.267
Wichita State,https://www.sports-reference.com/cbb/schools/wichita-state/2015.html,2,2015,35,30,5,0.857,15.56,3.68,17,1,15,0,10,2,2460,2008,61.9,112.7,0.37,0.347,0.541,53.6,55.3,11.5,11.3,0.507,12.6,34.9,0.259
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/2015.html,5,2015,40,36,4,0.9,24.61,10.29,16,2,15,1,10,2,2900,2327,59.5,121.1,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
Wofford,https://www.sports-reference.com/cbb/schools/wofford/2015.html,0,2015,35,28,7,0.8,2.56,-2.98,16,2,13,1,10,5,2331,2089,62.7,106.2,0.382,0.331,0.547,51.1,56.4,10.4,7.2,0.516,15.1,29.1,0.262
Wyoming,https://www.sports-reference.com/cbb/schools/wyoming/2015.html,0,2015,35,25,10,0.714,3.81,-0.04,11,7,17,2,5,7,2151,1974,58.3,103.1,0.394,0.397,0.56,49.9,67.1,9.2,8.9,0.526,16.9,22.3,0.277
Xavier,https://www.sports-reference.com/cbb/schools/xavier/2015.html,2,2015,37,23,14,0.622,15.42,9.48,9,9,13,3,5,7,2712,2492,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9,8.3,0.534,15.8,31.3,0.281
Arizona,https://www.sports-reference.com/cbb/schools/arizona/2016.html,0,2016,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735,2342,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316
Arkansas-Little Rock,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/2016.html,1,2016,35,30,5,0.857,7.12,-1.76,17,3,14,0,12,4,2487,2129,64.6,108.8,0.315,0.354,0.553,50.1,50.9,10.1,9.6,0.52,13.6,27.3,0.229
Austin Peay,https://www.sports-reference.com/cbb/schools/austin-peay/2016.html,0,2016,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740,2765,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33,0.306
Baylor,https://www.sports-reference.com/cbb/schools/baylor/2016.html,0,2016,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621,2366,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272
Buffalo,https://www.sports-reference.com/cbb/schools/buffalo/2016.html,0,2016,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709,2634,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294
Butler,https://www.sports-reference.com/cbb/schools/butler/2016.html,1,2016,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638,2344,69.8,114.1,0.393,0.305,0.564,52.3,51,9.8,8.9,0.526,12.5,32.1,0.287
Cal State Bakersfield,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/2016.html,0,2016,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,68.4,105.8,0.374,0.27,0.527,52.8,59,11.6,14.2,0.497,15.1,34.6,0.245
University of California,https://www.sports-reference.com/cbb/schools/california/2016.html,0,2016,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,2545,2289,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274
Chattanooga,https://www.sports-reference.com/cbb/schools/chattanooga/2016.html,0,2016,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/2016.html,0,2016,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,2418,2090,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234
Colorado,https://www.sports-reference.com/cbb/schools/colorado/2016.html,0,2016,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,2576,2407,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/2016.html,1,2016,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,2631,2285,66.2,108.9,0.296,0.336,0.555,51.1,51.8,8.7,14,0.516,14,28.3,0.235
Dayton,https://www.sports-reference.com/cbb/schools/dayton/2016.html,0,2016,33,25,8,0.758,11.34,4.76,14,4,14,3,8,2,2393,2176,68.6,104.5,0.408,0.35,0.546,53.2,57.4,8.6,12.2,0.516,16.3,28.7,0.272
